1,alta,129,2019-03-06
2,snowbird,129,2019-03-06
3,brighton,120,2019-03-06
4,solitude,111,2019-03-06
5,park city,108,2019-03-06
6,deer valley,108,2019-03-06
7,snowbasin,110,2019-03-06
8,powder mountain,0,2019-03-06
9,beaver mountain,86,2019-03-06
10,cherry peak,0,2019-03-06
11,brian head,0,2019-03-06
12,eagle point,75,2019-03-06
13,sundance,96,2019-03-06
14,nordic valley,0,2019-03-06
