1,alta,11,2019-03-24
2,snowbird,10,2019-03-24
3,brighton,0,2019-03-24
4,solitude,4,2019-03-24
5,park city,2,2019-03-24
6,deer valley,4,2019-03-24
7,snowbasin,7,2019-03-24
8,powder mountain,0,2019-03-24
9,beaver mountain,2,2019-03-24
10,cherry peak,0,2019-03-24
11,brian head,0,2019-03-24
12,eagle point,4,2019-03-24
13,sundance,0,2019-03-24
14,nordic valley,0,2019-03-24
